Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThirdSsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotBathrooms,HouseAge,Remodeled,IsNew,NeighRich,Haspool,Has2ndfloor,Hasgarage,Hasbsmt,Hasfireplace,TotalSqFeet,TotalPorchSF
884,75,RL,60.0,6204,Pave,None,0,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,4,5,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,3,2,PConc,2,2,1,1,0.0,1,0.0,795.0,795.0,GasA,75,N,SBrkr,954,795,481,2230,1.0,0.0,1,0,5,1,2,10,7,0,0,Detchd,1997.0,1,1.0,440.0,3,4,75,0,188,0,0,0,0,0,None,None,0,3,2006,WD,Normal,118500.0,2.0,94,1,0,1,0,1,1,1,0,3025.0,188
885,20,RL,65.0,7150,Pave,None,0,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,1,60.0,2,2,CBlock,2,3,1,4,432.0,1,0.0,460.0,892.0,GasA,20,Y,SBrkr,892,0,0,892,0.0,0.0,1,0,3,1,2,5,7,0,0,Attchd,1967.0,2,1.0,288.0,3,3,20,0,0,0,0,0,0,0,GdWo,None,0,7,2009,WD,Normal,100000.0,1.0,42,0,0,1,0,0,1,1,0,1784.0,0
886,120,FV,50.0,5119,Pave,None,1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,1,60.0,3,2,PConc,4,3,3,6,1238.0,1,0.0,460.0,1698.0,GasA,120,Y,SBrkr,1709,0,0,1709,1.0,0.0,2,0,2,1,3,5,7,1,3,Attchd,1999.0,3,2.0,506.0,3,3,120,97,65,0,0,0,0,0,None,None,0,1,2008,CWD,Abnorml,328900.0,3.0,9,1,0,1,0,0,1,1,1,3407.0,65
887,90,RL,70.0,8393,Pave,None,0,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1959,2005,Gable,CompShg,MetalSd,MetalSd,1,122.0,2,2,CBlock,2,3,1,2,528.0,1,0.0,1098.0,1626.0,GasA,90,Y,SBrkr,1712,0,0,1712,0.0,0.0,2,0,4,2,2,8,7,0,0,Attchd,2005.0,3,2.0,588.0,3,3,90,272,54,0,0,0,0,0,None,None,0,6,2006,WD,Family,145000.0,2.0,47,1,0,1,0,0,1,1,0,3338.0,54
888,50,RL,59.0,16466,Pave,None,1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1955,1955,Gable,CompShg,MetalSd,MetalSd,0,0.0,2,3,PConc,2,3,1,1,0.0,1,0.0,816.0,816.0,GasA,50,Y,SBrkr,872,521,0,1393,0.0,0.0,1,1,3,1,2,8,7,0,0,Attchd,1955.0,1,1.0,300.0,3,3,50,121,0,0,0,265,0,0,None,None,0,4,2008,WD,Normal,135500.0,1.5,53,0,0,1,0,1,1,1,0,2209.0,265
889,20,RL,95.0,15865,Pave,None,1,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,8,6,1970,1970,Flat,Tar&Grv,Wd Sdng,Wd Sdng,0,0.0,3,3,PConc,2,4,4,5,351.0,3,823.0,1043.0,2217.0,GasA,20,Y,SBrkr,2217,0,0,2217,1.0,0.0,2,0,4,1,3,8,7,1,3,Attchd,1970.0,1,2.0,621.0,3,3,20,81,207,0,0,224,0,0,None,None,0,10,2007,WD,Normal,268000.0,3.0,37,0,0,1,0,0,1,1,1,4434.0,431
890,20,RL,128.0,12160,Pave,None,0,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,4,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,1,90.0,2,2,CBlock,2,3,1,4,1024.0,1,0.0,481.0,1505.0,GasA,20,Y,SBrkr,1505,0,0,1505,1.0,0.0,1,0,2,1,2,6,7,1,3,Attchd,1953.0,2,2.0,505.0,3,3,20,0,0,0,162,0,0,0,None,None,0,2,2009,WD,Normal,149500.0,2.0,56,0,0,1,0,0,1,1,1,3010.0,162
891,50,RL,60.0,8064,Pave,None,0,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,7,1949,2006,Gable,CompShg,MetalSd,MetalSd,0,0.0,2,3,CBlock,2,3,2,1,0.0,1,0.0,672.0,672.0,GasA,50,Y,SBrkr,672,252,0,924,0.0,0.0,1,0,3,1,2,6,7,1,1,Detchd,2003.0,1,2.0,576.0,3,3,50,0,0,0,0,0,0,0,MnPrv,Shed,2000,7,2007,WD,Normal,122900.0,1.0,58,1,0,1,0,1,1,1,1,1596.0,0
892,60,RL,70.0,11184,Pave,None,0,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,1,92.0,2,2,CBlock,2,3,1,2,226.0,3,500.0,192.0,918.0,GasA,60,Y,SBrkr,918,765,0,1683,0.0,0.0,2,1,3,1,2,7,7,1,3,Attchd,1978.0,2,2.0,440.0,3,3,60,243,0,0,0,0,0,0,None,None,0,7,2009,WD,Normal,172500.0,2.5,31,0,0,1,0,1,1,1,1,2601.0,0
893,20,RL,70.0,8414,Pave,None,0,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,8,1963,2003,Hip,CompShg,HdBoard,HdBoard,0,0.0,2,2,CBlock,2,3,1,6,663.0,1,0.0,396.0,1059.0,GasA,20,Y,SBrkr,1068,0,0,1068,0.0,1.0,1,0,3,1,2,6,7,0,0,Attchd,1963.0,2,1.0,264.0,3,3,20,192,0,0,0,0,0,0,MnPrv,None,0,2,2006,WD,Normal,154500.0,1.5,43,1,0,1,0,0,1,1,0,2127.0,0
894,20,RL,72.0,13284,Pave,None,0,Lvl,AllPub,Inside,Gtl,Sawyer,PosN,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Plywood,0,0.0,2,2,PConc,3,3,2,4,1064.0,1,0.0,319.0,1383.0,GasA,20,Y,SBrkr,1383,0,0,1383,1.0,0.0,1,0,3,1,2,6,7,1,4,Attchd,1954.0,1,1.0,354.0,3,3,20,511,116,0,0,0,0,0,GdPrv,None,0,6,2008,WD,Normal,165000.0,2.0,54,0,0,1,0,0,1,1,1,2766.0,116
895,90,RL,64.0,7018,Pave,None,0,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,0,0.0,2,2,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,90,Y,SBrkr,1535,0,0,1535,0.0,0.0,2,0,4,2,2,8,7,0,0,Attchd,1979.0,1,2.0,400.0,3,3,90,0,0,0,0,0,0,0,None,None,0,6,2009,WD,Alloca,118858.0,2.0,30,0,0,1,0,0,1,0,0,1535.0,0
896,60,RL,71.0,7056,Pave,None,0,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,1,415.0,2,2,CBlock,2,3,1,4,400.0,1,0.0,380.0,780.0,GasA,60,Y,SBrkr,983,813,0,1796,1.0,0.0,1,1,4,1,2,8,7,1,3,Attchd,1963.0,2,2.0,483.0,3,3,60,0,50,0,0,0,0,0,None,None,0,10,2008,WD,Normal,140000.0,2.5,45,0,0,1,0,1,1,1,1,2576.0,50
897,30,RM,50.0,8765,Pave,Grvl,0,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,2,2,BrkTil,2,3,1,5,285.0,1,0.0,666.0,951.0,GasA,30,N,SBrkr,951,0,0,951,0.0,0.0,1,0,2,1,2,6,7,0,0,Detchd,1936.0,1,1.0,327.0,3,3,30,0,28,0,0,0,0,0,None,None,0,4,2006,WD,Abnorml,106500.0,1.0,70,1,0,0,0,0,1,1,0,1902.0,28
898,90,RL,64.0,7018,Pave,None,0,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,0,0.0,2,2,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,90,Y,SBrkr,1120,1120,0,2240,0.0,0.0,2,0,6,2,2,12,7,0,0,Detchd,1979.0,1,2.0,528.0,3,3,90,154,0,0,0,0,0,0,None,None,0,6,2009,WD,Alloca,142953.0,2.0,30,0,0,1,0,1,1,0,0,2240.0,0
899,20,RL,100.0,12919,Pave,None,1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2009,2010,Hip,CompShg,VinylSd,VinylSd,2,760.0,4,2,PConc,4,3,4,6,2188.0,1,0.0,142.0,2330.0,GasA,20,Y,SBrkr,2364,0,0,2364,1.0,0.0,2,1,2,1,4,11,7,2,4,Attchd,2009.0,3,3.0,820.0,3,3,20,0,67,0,0,0,0,0,None,None,0,3,2010,New,Partial,611657.0,3.5,1,1,0,2,0,0,1,1,1,4694.0,67
900,20,RL,65.0,6993,Pave,None,0,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1961,1994,Gable,CompShg,HdBoard,Plywood,0,0.0,2,2,CBlock,2,3,1,4,465.0,1,0.0,447.0,912.0,GasA,20,Y,SBrkr,1236,0,0,1236,0.0,0.0,1,0,3,1,2,6,7,1,3,Attchd,1961.0,1,1.0,288.0,3,3,20,0,0,0,0,0,0,0,None,None,0,6,2006,WD,Normal,135000.0,1.0,45,1,0,1,0,0,1,1,1,2148.0,0
901,20,RL,73.0,7340,Pave,None,1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,0,0.0,2,2,CBlock,2,3,1,5,322.0,1,0.0,536.0,858.0,GasA,20,Y,SBrkr,858,0,0,858,0.0,0.0,1,0,2,1,2,4,7,0,0,Detchd,1979.0,1,1.0,684.0,3,3,20,0,0,0,0,0,0,0,None,None,0,6,2007,WD,Normal,110000.0,1.0,36,0,0,1,0,0,1,1,0,1716.0,0
902,20,RL,64.0,8712,Pave,None,1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,2000,Hip,CompShg,MetalSd,MetalSd,0,0.0,2,3,CBlock,2,3,2,4,860.0,1,0.0,132.0,992.0,GasA,20,Y,SBrkr,1306,0,0,1306,1.0,0.0,1,0,2,1,2,5,7,0,0,Detchd,1968.0,1,1.0,756.0,3,3,20,0,0,0,0,0,0,0,None,None,0,5,2009,WD,Normal,153000.0,2.0,52,1,0,1,0,0,1,1,0,2298.0,0
903,60,RL,63.0,7875,Pave,None,0,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,0,0.0,3,2,PConc,3,3,1,1,0.0,1,0.0,783.0,783.0,GasA,60,Y,SBrkr,807,702,0,1509,0.0,0.0,2,1,3,1,3,8,7,1,4,Attchd,2003.0,3,2.0,393.0,3,3,60,0,75,0,0,0,0,0,None,None,0,7,2006,WD,Normal,180000.0,2.5,3,0,0,1,0,1,1,1,1,2292.0,75
904,20,RL,50.0,14859,Pave,None,1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,1,27.0,3,2,PConc,3,3,1,1,0.0,1,0.0,1670.0,1670.0,GasA,20,Y,SBrkr,1670,0,0,1670,0.0,0.0,2,0,3,1,3,7,7,1,4,Attchd,2006.0,2,3.0,690.0,3,3,20,144,60,0,0,0,0,0,None,None,0,8,2006,New,Partial,240000.0,2.0,0,0,1,1,0,0,1,1,1,3340.0,60
905,20,RL,72.0,6173,Pave,None,1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,HdBoard,Wd Sdng,1,75.0,2,2,CBlock,2,3,1,6,599.0,1,0.0,277.0,876.0,GasA,20,Y,SBrkr,902,0,0,902,0.0,0.0,1,0,3,1,2,6,7,0,0,Attchd,1967.0,1,1.0,288.0,3,3,20,0,0,0,0,0,0,0,MnPrv,None,0,8,2007,WD,Normal,125500.0,1.0,40,0,0,1,0,0,1,1,0,1778.0,0
906,20,RL,80.0,9920,Pave,None,0,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,HdBoard,HdBoard,2,110.0,2,2,CBlock,2,3,1,3,354.0,2,290.0,412.0,1056.0,GasA,20,Y,SBrkr,1063,0,0,1063,1.0,0.0,1,0,3,1,2,6,7,0,0,Attchd,1954.0,2,1.0,280.0,3,3,20,0,0,164,0,0,0,0,MnPrv,None,0,2,2010,WD,Normal,128000.0,2.0,56,0,0,1,0,0,1,1,0,2119.0,164
907,20,RL,116.0,13501,Pave,None,1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,2,208.0,3,2,PConc,3,3,1,6,63.0,1,0.0,1560.0,1623.0,GasA,20,Y,SBrkr,1636,0,0,1636,1.0,0.0,2,0,3,1,3,8,7,1,4,Attchd,2006.0,2,3.0,865.0,3,3,20,0,60,0,0,0,0,0,None,None,0,6,2007,WD,Normal,255000.0,3.0,1,0,0,1,0,0,1,1,1,3259.0,60
908,50,RL,86.0,11500,Pave,None,1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,7,1936,1987,Gable,CompShg,BrkFace,BrkFace,0,0.0,3,2,CBlock,3,3,1,3,223.0,1,0.0,794.0,1017.0,GasA,50,Y,SBrkr,1020,1037,0,2057,0.0,0.0,1,1,3,1,3,6,7,1,4,Attchd,1936.0,3,1.0,180.0,2,3,50,0,0,0,0,322,0,0,None,None,0,6,2006,WD,Normal,250000.0,1.5,70,1,0,1,0,1,1,1,1,3074.0,322
909,20,RL,74.0,8885,Pave,None,1,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,1983,1983,Gable,CompShg,HdBoard,HdBoard,0,0.0,2,2,CBlock,3,3,3,4,301.0,5,324.0,239.0,864.0,GasA,20,Y,SBrkr,902,0,0,902,1.0,0.0,1,0,2,1,2,5,7,0,0,Attchd,1983.0,1,2.0,484.0,3,3,20,164,0,0,0,0,0,0,MnPrv,None,0,6,2006,WD,Normal,131000.0,2.0,23,0,0,1,0,0,1,1,0,1766.0,0
910,60,RL,149.0,12589,Pave,None,2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,0,0.0,3,2,PConc,3,3,1,1,0.0,1,0.0,742.0,742.0,GasA,60,Y,SBrkr,742,742,0,1484,0.0,0.0,2,1,3,1,3,8,7,1,4,Attchd,2005.0,3,2.0,390.0,3,3,60,36,24,0,0,0,0,0,None,None,0,6,2009,WD,Normal,174000.0,2.5,4,0,0,1,0,1,1,1,1,2226.0,24
911,90,RL,80.0,11600,Pave,None,0,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,1,361.0,2,2,CBlock,2,3,1,3,443.0,1,0.0,662.0,1105.0,GasA,90,Y,FuseA,1105,1169,0,2274,0.0,0.0,2,0,5,2,2,12,7,0,0,Detchd,1960.0,1,2.0,480.0,3,3,90,0,0,0,0,0,0,0,None,None,0,1,2010,WD,Normal,154300.0,2.0,50,0,0,1,0,1,1,1,0,3379.0,0
912,20,RL,70.0,9286,Pave,None,1,Lvl,AllPub,CulDSac,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,1989,Gable,CompShg,HdBoard,Plywood,0,0.0,2,2,CBlock,3,4,3,5,196.0,1,0.0,1072.0,1268.0,GasA,20,Y,SBrkr,1268,0,0,1268,0.0,0.0,1,1,3,1,3,5,7,0,0,Detchd,1978.0,1,1.0,252.0,3,3,20,173,0,0,0,0,0,0,None,None,0,10,2009,WD,Normal,143500.0,1.5,32,1,0,1,0,0,1,1,0,2536.0,0
913,30,RM,51.0,6120,Pave,None,0,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1925,1950,Gable,CompShg,MetalSd,MetalSd,0,0.0,2,2,BrkTil,2,3,1,3,489.0,1,0.0,279.0,768.0,GasA,30,N,SBrkr,1015,0,0,1015,0.0,0.0,1,0,3,1,2,6,6,0,0,Detchd,1925.0,1,1.0,450.0,3,3,30,0,0,112,0,120,0,0,MnPrv,Shed,620,7,2006,WD,Abnorml,88000.0,1.0,81,1,0,1,0,0,1,1,0,1783.0,232
914,90,RH,82.0,6270,Pave,None,0,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,Duplex,2Story,5,6,1949,1950,Gable,CompShg,MetalSd,MetalSd,0,0.0,2,2,CBlock,2,3,1,4,284.0,1,0.0,717.0,1001.0,GasA,90,N,FuseA,1001,1001,0,2002,0.0,0.0,2,0,4,2,2,8,7,0,0,2Types,1949.0,1,3.0,871.0,3,3,90,0,0,0,0,0,0,0,None,None,0,8,2007,WD,Normal,145000.0,2.0,58,1,0,1,0,1,1,1,0,3003.0,0
915,160,FV,30.0,3000,Pave,Pave,0,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,2,76.0,3,2,PConc,3,3,3,6,294.0,1,0.0,318.0,612.0,GasA,160,Y,SBrkr,612,612,0,1224,0.0,0.0,2,1,2,1,3,4,7,0,0,Detchd,2009.0,2,2.0,528.0,3,3,160,0,234,0,0,0,0,0,None,None,0,6,2009,New,Partial,173733.0,2.5,0,0,1,1,0,1,1,1,0,1836.0,234
916,160,RM,21.0,2001,Pave,None,0,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,5,1970,1970,Gable,CompShg,CemntBd,CmentBd,1,80.0,2,2,CBlock,2,3,1,1,0.0,1,0.0,546.0,546.0,GasA,160,Y,SBrkr,546,546,0,1092,0.0,0.0,1,1,3,1,2,6,7,0,0,Attchd,1970.0,1,1.0,286.0,3,3,160,0,0,0,0,0,0,0,None,None,0,1,2007,WD,Normal,75000.0,1.5,37,0,0,0,0,1,1,1,0,1638.0,0
917,20,C (all),50.0,9000,Pave,None,0,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,2,3,1949,1950,Gable,CompShg,AsbShng,AsbShng,0,0.0,2,2,CBlock,2,3,3,4,50.0,1,0.0,430.0,480.0,GasA,20,N,FuseA,480,0,0,480,1.0,0.0,0,0,1,1,2,4,7,0,0,Detchd,1958.0,1,1.0,308.0,3,3,20,0,0,0,0,0,0,0,None,None,0,10,2006,WD,Abnorml,35311.0,1.0,57,1,0,0,0,0,1,1,0,960.0,0
918,20,RL,65.0,17140,Pave,None,0,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1956,1956,Gable,CompShg,VinylSd,VinylSd,0,0.0,2,2,CBlock,2,3,1,5,1059.0,1,0.0,75.0,1134.0,GasA,20,Y,FuseA,1229,0,0,1229,0.0,0.0,1,0,3,1,2,6,7,0,0,Attchd,1956.0,2,1.0,284.0,3,3,20,0,0,0,0,0,0,0,None,None,0,4,2009,WD,Normal,135000.0,1.0,53,0,0,1,0,0,1,1,0,2363.0,0
919,60,RL,103.0,13125,Pave,None,1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,0,0.0,3,2,PConc,4,3,2,4,48.0,6,634.0,422.0,1104.0,GasA,60,Y,SBrkr,912,1215,0,2127,1.0,0.0,2,1,4,1,3,8,7,1,3,Attchd,1991.0,2,3.0,833.0,3,3,60,72,192,224,0,0,0,0,GdPrv,None,0,11,2007,WD,Normal,238000.0,3.5,16,0,0,1,0,1,1,1,1,3231.0,416
920,20,RL,87.0,11029,Pave,None,1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1958,2002,Hip,CompShg,MetalSd,MetalSd,0,0.0,4,2,CBlock,3,3,1,5,528.0,4,411.0,245.0,1184.0,GasA,20,Y,SBrkr,1414,0,0,1414,1.0,0.0,1,0,3,1,2,6,6,1,3,Attchd,1990.0,1,2.0,601.0,3,3,20,0,51,0,0,190,0,0,None,None,0,5,2008,WD,Normal,176500.0,2.0,50,1,0,1,0,0,1,1,1,2598.0,241
921,60,RL,70.0,8462,Pave,None,1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,1,105.0,3,3,PConc,3,4,1,6,814.0,1,0.0,114.0,928.0,GasA,60,Y,SBrkr,936,785,0,1721,0.0,1.0,2,1,3,1,3,7,7,0,0,Attchd,1994.0,2,2.0,471.0,3,3,60,300,87,0,0,0,0,0,None,None,0,7,2007,WD,Normal,201000.0,3.0,13,0,0,1,0,1,1,1,0,2649.0,87
922,90,RL,67.0,8777,Pave,None,0,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,Duplex,1.5Fin,5,7,1900,2003,Gable,CompShg,MetalSd,MetalSd,0,0.0,2,2,CBlock,2,3,1,5,1084.0,1,0.0,188.0,1272.0,GasA,90,Y,SBrkr,1272,928,0,2200,2.0,0.0,2,2,4,2,2,9,7,0,0,NoGarage,1900.0,0,0.0,0.0,0,0,90,0,70,0,0,0,0,0,GdPrv,None,0,9,2008,WD,Normal,145900.0,5.0,108,1,0,1,0,1,0,1,0,3472.0,70
923,20,RL,65.0,10237,Pave,None,0,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,0,0.0,3,2,PConc,3,3,1,6,28.0,1,0.0,1288.0,1316.0,GasA,20,Y,SBrkr,1316,0,0,1316,0.0,0.0,2,0,3,1,3,6,7,1,4,Attchd,2005.0,3,2.0,397.0,3,3,20,100,0,0,23,0,0,0,None,None,0,10,2006,New,Partial,169990.0,2.0,1,1,0,1,0,0,1,1,1,2632.0,23
924,120,RL,50.0,8012,Pave,None,0,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1993,1994,Gable,CompShg,Plywood,Plywood,0,0.0,3,2,PConc,3,3,1,2,165.0,6,841.0,598.0,1604.0,GasA,120,Y,SBrkr,1617,0,0,1617,1.0,0.0,2,0,2,1,3,5,7,1,2,Attchd,1993.0,2,2.0,533.0,3,3,120,0,69,0,0,0,0,0,None,None,0,7,2008,WD,Normal,193000.0,3.0,15,1,0,1,0,0,1,1,1,3221.0,69
925,20,RL,79.0,10240,Pave,None,0,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1980,1980,Gable,CompShg,Plywood,Plywood,1,157.0,2,3,CBlock,3,3,1,4,625.0,2,1061.0,0.0,1686.0,GasA,20,Y,SBrkr,1686,0,0,1686,1.0,0.0,2,0,3,1,2,7,7,1,3,Attchd,1980.0,1,2.0,612.0,3,3,20,384,131,0,0,0,0,0,None,None,0,5,2006,WD,Normal,207500.0,3.0,26,0,0,1,0,0,1,1,1,3372.0,131
926,20,RL,80.0,15611,Pave,None,1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1977,1977,Gable,CompShg,VinylSd,VinylSd,0,0.0,2,2,PConc,3,3,3,5,767.0,2,93.0,266.0,1126.0,GasA,20,Y,SBrkr,1126,0,0,1126,0.0,1.0,2,0,3,1,4,6,7,0,0,Attchd,1977.0,2,2.0,540.0,3,3,20,180,0,0,0,0,0,0,None,None,0,3,2008,WD,Abnorml,175000.0,2.5,31,0,0,1,0,0,1,1,0,2252.0,0
927,60,RL,93.0,11999,Pave,None,0,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,1,340.0,3,2,PConc,3,3,1,1,0.0,1,0.0,1181.0,1181.0,GasA,60,Y,SBrkr,1234,1140,0,2374,0.0,0.0,2,1,4,1,4,10,7,1,4,BuiltIn,2003.0,3,3.0,656.0,3,3,60,104,100,0,0,0,0,0,None,None,0,5,2007,WD,Normal,285000.0,2.5,4,1,0,2,0,1,1,1,1,3555.0,100
928,60,RL,80.0,9900,Pave,None,0,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,2Story,7,5,1968,1968,Gable,CompShg,MetalSd,MetalSd,1,342.0,2,2,CBlock,2,3,1,4,552.0,1,0.0,280.0,832.0,GasA,60,Y,SBrkr,1098,880,0,1978,0.0,0.0,2,1,4,1,2,9,7,1,4,Attchd,1968.0,2,2.0,486.0,3,3,60,0,43,0,0,0,0,0,GdPrv,None,0,4,2008,WD,Normal,176000.0,2.5,40,0,0,1,0,1,1,1,1,2810.0,43
929,20,RL,70.0,11838,Pave,None,0,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2001,Hip,CompShg,VinylSd,VinylSd,0,0.0,3,2,PConc,3,3,3,1,0.0,1,0.0,1753.0,1753.0,GasA,20,Y,SBrkr,1788,0,0,1788,0.0,0.0,2,0,3,1,4,7,7,1,3,Attchd,2001.0,2,2.0,522.0,3,3,20,202,151,0,0,0,0,0,None,None,0,6,2009,WD,Normal,236500.0,2.0,8,0,0,1,0,0,1,1,1,3541.0,151
930,60,RL,64.0,13006,Pave,None,1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1997,1997,Gable,CompShg,HdBoard,HdBoard,1,285.0,2,2,PConc,3,3,1,1,0.0,1,0.0,964.0,964.0,GasA,60,Y,SBrkr,993,1243,0,2236,0.0,0.0,2,1,4,1,3,8,7,1,3,BuiltIn,1997.0,3,2.0,642.0,3,3,60,0,0,0,0,0,0,0,None,None,0,11,2006,WD,Normal,222000.0,2.5,9,0,0,1,0,1,1,1,1,3200.0,0
